pitch,dB,1,2,3,4,5,6,tweeters,outliers
,-1500,100.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0
,-1500,100.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0
23425.6,-14.861644528912478,100.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,98.81366079230676
22271.4,13.624868176851379,100.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,111.62625738095258
22393.4,16.71826355060074,100.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,107.33577647640473
533.417,50.470226240288774,100.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,150.15865903839386
541.359,55.357667726824,100.0,99.54258306137709,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,155.05240023072773
553.4,55.63966602977126,100.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,161.763892412631
23.4375,42.57873268123292,100.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,106.63692341294771,123.43186378858688
637.667,49.267203329813476,100.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,167.68251013488648
41.8912,45.40820984004914,100.0,95.55132603051304,-1400.0,82.54906502999046,83.3139621835698,73.71713324056259,84.92579967583917,80.76887027985482
41.3722,39.45508769232437,100.0,95.76219959955579,77.40675505926274,82.32333988914596,83.96622004150919,74.40977679147636,84.88213621839694,-1400.0
41.6358,42.174114138892584,100.0,95.43864109729564,74.14006912629979,81.46347033027496,83.68139468102373,74.77653637031526,83.99635118746914,-1400.0
41.9856,41.78345805077042,100.0,95.22061697589865,76.75120666759274,81.8292142285235,83.0753801176997,74.04802743586573,82.85749297632456,-1400.0
41.1046,40.24438994254449,100.0,95.8390817258691,81.56835013396912,83.02416039834078,83.32779706089293,73.61829192825073,82.3421318339953,46.07350900231887
42.0054,35.831208226201895,100.0,95.55810571936249,83.09776893278206,82.20243558220734,82.61952754022387,73.17842469336564,81.30193202894974,-1400.0
41.7761,40.322942863109915,100.0,95.80637423923656,83.65588771567928,81.74295002457863,82.42912324190713,73.56484414372528,80.53891027580717,-1400.0
41.3982,39.651864307865566,100.0,95.71142094716294,82.85395508963418,81.72856558367843,82.2160065719836,72.70558520474651,79.51153773040411,-1400.0
42.2242,37.36440324687175,100.0,95.19312591373334,80.43225650548956,81.8975178595991,81.68354225393537,71.70204784805466,78.07538643213212,37.78180589394794
41.4601,37.47478923924304,100.0,95.65341846238991,78.45283536427884,82.59256368221017,81.86828845610106,72.07226390855243,77.45723787520414,-1400.0
41.5824,37.29209149666792,100.0,95.5765762257288,77.57688098494594,81.97739000656844,81.31576854220648,71.2913764252284,76.19724294882644,-1400.0
41.9599,27.26242765093218,100.0,95.46599872548283,78.57800405599086,81.56746495030484,80.99780744732573,70.53100146380156,74.99023135611796,-1400.0
41.4114,29.455690480252557,100.0,95.55670730754485,80.4928000705546,81.914599140619,80.75538439073526,70.5673910043915,74.0116274085926,-1400.0
42.0248,29.157637934679855,100.0,94.93310170653106,80.92191555467136,81.8808826191416,80.06236828231405,70.3448386333762,72.92462278382975,-1400.0
41.8642,30.03106564465513,100.0,95.07722156716841,81.11635701530076,82.31682716793365,80.1110776303797,70.05053385676757,72.22156702909997,-1400.0
41.558,33.945758847976705,100.0,95.28861280243137,80.4069403617852,82.28832155219948,80.00712258059093,69.6126842502575,71.24752074291546,-1400.0
42.0545,36.322788886698554,100.0,95.0420273578599,79.00692486834092,82.03856938102702,79.56093078202588,69.24967182190984,70.05675398529259,-1400.0
41.5401,36.832074161115095,100.0,95.24083710941548,79.14037286086247,82.60090506206991,79.61005008455328,69.31053806547374,69.53517410044464,-1400.0
41.7934,38.55389358799911,100.0,94.82222861799423,79.84779971817254,82.37374275968475,79.0507682527965,68.73798264736958,68.54891806041411,-1400.0
42.1086,28.761146272591247,100.0,94.77762067975235,81.12350417869648,82.02800349134033,78.55883019875124,68.57219022973305,66.4480853211052,37.61216968570062
41.6553,34.97924483881903,100.0,95.0144438735074,82.13266341873161,81.97166715567734,78.58174613599849,68.76366998253579,65.98226260240725,39.84126434006516
41.9981,38.63680251316202,100.0,94.72937920411515,81.92432208913469,81.61408588415946,77.92194790288553,68.16433586653203,64.24768385501136,41.55897156644034
41.789,38.58641630347429,100.0,94.86858543473227,81.7332022678264,82.00092893066068,77.8909476407043,68.39418260653213,64.0567724736294,30.018381378002914
41.5951,37.24106207606698,100.0,94.85288647118487,81.25195282310455,82.14382156585631,77.7066331046243,68.46195531828616,62.58296772310928,-1400.0
41.9999,35.15928375892494,100.0,94.54841011444998,80.60490151216989,81.68077310375426,77.03213405220282,68.04531927621099,61.3670732050593,-1400.0
41.7809,36.67430171573822,100.0,94.81906277620789,80.88617451969439,81.74299885834151,77.08939520233245,68.21456205291464,59.629569396514974,40.11766293676931
41.9115,37.12546915790754,100.0,94.45535260061625,81.01526287015628,81.5164179629393,76.54090857789042,67.75964310998398,63.30251127890386,44.782732240225606
41.9271,35.73769624763533,100.0,94.43357951499515,81.57137647020875,81.59392157923742,76.45212512324994,67.75441928659389,61.06081428599083,-1400.0
41.6767,32.23810115567771,100.0,94.58913218529706,82.14655124344375,81.79638117275199,76.51224720387549,67.84420786337505,62.06799715757257,18.902538401985765
41.8739,28.930917306046837,100.0,94.35881127633739,81.92388856384903,81.43537858744754,76.06438533321773,67.50337998949531,62.67821237899027,-1400.0
41.7517,24.15570238437931,100.0,94.49247418911482,81.88987309755217,81.49277435345617,76.10005243901661,67.52736552049237,64.46941458449686,-1400.0
41.9198,24.81860922730904,100.0,94.36686312286,81.54394285543053,81.38065786286944,75.79753612780942,67.09277565897021,64.78534820576752,-1400.0
41.9836,19.121292971963484,100.0,94.02740947496653,81.26520783685233,81.23796796735088,75.60662669265605,66.7049188618587,65.11765160952845,-1400.0
41.728,28.27897082227615,100.0,94.30455454672244,81.68508588041013,81.53891804721565,75.74520478563159,66.70671807200222,65.90360970182591,-1400.0
41.9177,22.82242055246344,100.0,94.1868758941898,81.73592007586169,81.2510511136582,75.62565825416712,66.35288166682952,65.99177493749619,-1400.0
41.7,25.543819804640535,100.0,94.25614102007911,81.9164485430427,81.14602910243244,75.46725554616245,65.84961726610442,66.43804720492778,23.28705638160895
41.7616,26.827329133842923,100.0,94.25966974642489,82.07021741432092,81.29254107714905,75.51416652259424,65.51513896269628,66.65612874101356,-1400.0
42.0504,25.518236185756578,100.0,93.86417349775057,81.69690185520386,80.98748135443873,75.2019463358283,64.8245323619403,66.49243260020174,-1400.0
41.7398,17.87171136098128,100.0,93.88695612334637,81.73703885613044,81.01691827386226,75.13757620661313,64.39557990855401,66.55624781002152,-1400.0
41.9108,22.827189116861817,100.0,93.96057681085993,81.46845223784877,80.9266661759201,75.0794081773818,64.06196171805266,67.30646192351495,-1400.0
41.835,33.46136228988098,100.0,93.93894406656737,81.57816127091218,80.75022117629725,74.92152897776342,63.259080850464144,66.66222323968383,-1400.0
41.586,36.60771815671654,100.0,94.0677302689099,81.8960345757854,80.8896505747881,75.03280150326981,62.975950545203176,66.53909863277707,-1400.0
42.0013,21.098080372482514,100.0,93.7345100710826,81.89970840085749,80.58613739193167,74.74360254909772,62.338895655678726,66.05284593588328,-1400.0
41.8071,18.5558631588857,100.0,93.59283322726081,81.9507217805091,80.4902004753766,74.51227964165261,62.255185310801174,65.86641538221826,-1400.0
41.8152,26.689493222452043,100.0,93.65278155815147,82.0099145237638,80.327430372653,74.41940299155056,62.15470244696408,65.70372405494251,24.778184369145137
41.9912,28.983518153121068,100.0,93.6280118450863,81.85323620385802,80.20074656271602,74.1547085367514,62.079766873362594,64.97383641196527,-1400.0
41.577,27.56083194021687,100.0,93.78339027376259,81.96474712954685,80.36496220588583,74.28505480238168,62.57774913927746,64.98547975251546,-1400.0
41.8509,30.48806785485658,100.0,93.62573464910521,81.94702276219007,80.23056470277332,73.97472235517742,62.59000821755913,64.94856429187229,9.749594636065552
41.8844,30.856767369860762,100.0,93.37700321059671,81.79059653620001,79.88653187913299,73.68214506001071,62.806550521082166,64.63183555468721,13.04977400990856
41.7114,31.32165681122723,100.0,93.37624312080112,82.05867358102081,79.75071313034505,73.44087929587397,62.86877657514571,67.08816375012019,-1400.0
42.0677,31.13056550403222,100.0,93.33877894596068,82.11007533432667,79.60306664871132,73.15776605045112,63.097299144167316,64.19336561390094,-1400.0
41.7283,31.338606328671915,100.0,93.44280193875579,82.30777949264893,79.75300683844212,73.23457961246902,63.4844729545793,64.49730297184976,-1400.0
41.6833,25.254715593329735,100.0,93.4297451055198,82.3834647135284,79.56786882374313,72.99986483244516,63.944886830285036,63.210367166179545,-1400.0
41.9214,25.239067664224706,100.0,93.21563132162268,82.29230529895558,79.36053846816552,72.82581129686872,64.07851198694445,62.56372343286358,-1400.0
41.5972,27.958216462044163,100.0,93.15425179540578,82.26340589409844,79.21795140532518,72.28765897793039,64.16685437782485,61.55615491526183,40.50839840150985
41.922,21.331110004202642,100.0,93.05058752882145,82.23502311502781,79.04207521149694,71.9903675688393,64.37885831849744,62.05192187006561,-1400.0
41.9139,23.189659456830753,100.0,93.11327238459413,82.40029256945812,79.06743944304387,71.75034443754353,64.33692437687097,61.227212116733654,28.938771341205722
41.5537,23.942434027590394,100.0,93.12510376300045,82.60011622853926,78.89254926774551,71.6988292982039,64.41245075705203,60.814520460228145,38.389767247738675
41.8412,16.245482789920246,100.0,92.98745845002004,82.67743925259043,78.67160945432927,71.39034910380005,64.06599843992139,64.07498065660823,15.021320395748191
41.6654,21.511873458173326,100.0,92.92244185519826,82.77641587517917,78.69211477899259,71.05498993063559,63.7145233827553,62.118779727843794,31.507950023467643
41.6474,25.6406174149585,100.0,92.76535616866225,82.60473040018458,78.7497470167775,70.95486824375985,63.13998673395539,62.297224608627296,33.52460857466204
41.9283,26.150536878337064,100.0,92.70574876764064,82.46298579687742,78.55650443830677,70.75668843512615,63.023369688946595,61.74429327347422,24.333530372665095
41.6119,31.250387048558196,100.0,92.77570334390623,82.64212661017443,78.88756754752129,71.24837281219668,63.81663201613046,62.66124388057573,33.491523554527575
41.6062,29.00643585321299,100.0,92.57820563868498,82.83603825283076,78.96484377956237,70.83043914560156,64.22428624432371,65.1900261915712,-1400.0
41.6833,25.7835708425999,100.0,92.60143072921353,83.20849270767827,79.17719578733926,70.97636606717046,65.20628654317909,66.78561185520994,-1400.0
41.5405,24.28161028253045,100.0,92.47881405245562,83.3319816549626,79.26300759951158,70.76170163340922,65.45626099341169,67.64579231534701,23.40229932626596
41.7634,34.138927760317756,100.0,92.31918140286524,83.2322249826367,79.02796340191014,70.50451557660543,65.58968985600711,69.63070699921477,-1400.0
41.7407,20.84999815816427,100.0,92.4133025255111,83.37402902614238,79.10244930350312,70.42010256997239,65.74110092518538,68.09915046978432,-1400.0
41.6105,27.722328078688946,100.0,92.29280578575087,83.29521403764797,79.17198782151593,70.0654632760035,65.54929096612031,67.53054535987233,26.924595513283577
41.6883,29.372971462059894,100.0,92.19574983813439,83.44275944693669,79.20440782873995,70.20739916957793,65.32952613841633,65.75875154586336,43.910013591140554
41.5466,30.88098366303575,100.0,92.14915416453526,83.77521064114883,79.13751675052366,70.26747606644135,65.59351970259561,65.86150522560932,43.028750441240504
41.7192,30.86150459959319,100.0,91.8957408160609,84.05557464824166,79.22877138738843,70.61425183584768,65.43320578295746,66.61821599478316,26.8868903489916
41.8291,28.827818889245464,100.0,92.09553311141183,84.69758623662956,79.24970202000443,70.05043197193015,64.87953134183292,66.13897784887806,23.134893033620457
41.6957,30.859215924623456,100.0,92.20608348555368,85.23328509296934,79.2817819687066,70.10196554914981,64.72724241244421,64.7911587046228,-1400.0
41.6897,30.334493013293553,100.0,92.09231037754559,85.42003675818928,79.34240911694984,69.6759044135801,63.98453246817004,63.78171951957533,-1400.0
41.6154,20.14641905845491,100.0,91.92511364164615,85.47074823500529,79.1697550751222,69.63247962673965,63.575295194645584,61.8759985563431,27.726729950872837
41.7018,22.45621400023822,100.0,91.85750680499184,85.2946025892036,78.77046494646643,69.17084669618761,62.78257860448248,61.32941956854534,34.210720653024225
41.7119,21.3273535054213,100.0,91.72200280672072,85.12964682900808,78.62202939923885,68.77629117229347,62.355876592840175,60.14784225433667,38.89389127423414
41.4754,20.753246152205904,100.0,91.80095045278509,85.18884711710706,79.08325833969201,69.25970360772052,62.42388647127538,59.207945090076905,40.77200407070952
41.7037,19.72704920312043,100.0,91.64445926166282,85.04341495917654,78.95450637834267,68.96442506287316,62.26513683392763,61.94471451841832,28.424091844998216
41.7299,20.771322402315946,100.0,91.58598361709329,85.05151239861435,79.02013883112781,69.71125947317833,62.1453455454386,62.97499994377026,-1400.0
41.6611,18.31044487243723,100.0,91.52901685517804,85.1998308304197,79.17877340933596,69.31036763868879,62.427437198080085,63.97033822177894,-1400.0
41.6998,18.708694188197256,100.0,91.29924298610757,85.29474500906606,79.14270873840391,69.3631260534685,63.13134520344192,66.08946352159705,50.721279747216535
41.0563,17.507930502090503,100.0,90.49082509030447,85.18036721243922,79.0455329090716,69.03615426264741,64.95601507456823,70.84470481250395,57.78401603822513
